Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
2001-01-02,15.425,15.242,15.621,15.174,"230,63M","1,09%"
2001-01-03,16.599,15.425,16.599,15.251,"381,20M","7,61%"
2001-01-04,16.675,16.597,16.933,16.587,"331,23M","0,46%"
2001-01-05,16.41,16.679,16.888,16.38,"199,69M","-1,59%"
2001-01-08,16.562,16.398,16.623,16.226,"160,70M","0,93%"
2001-01-09,16.976,16.566,17.096,16.566,"346,48M","2,50%"
2001-01-10,16.919,16.964,17.093,16.701,"256,51M","-0,34%"
2001-01-11,17.024,16.908,17.045,16.797,"201,85M","0,62%"
2001-01-12,16.85,17.034,17.212,16.821,"212,47M","-1,02%"
2001-01-15,16.963,16.858,17.038,16.858,"955,31M","0,67%"
2001-01-16,16.721,16.973,17.035,16.662,"214,89M","-1,43%"
2001-01-17,17.191,16.748,17.255,16.745,"401,27M","2,81%"
2001-01-18,17.521,17.204,17.642,17.151,"652,57M","1,92%"
2001-01-19,17.53,17.525,17.816,17.512,"290,07M","0,05%"
2001-01-22,17.392,17.548,17.578,17.297,"152,63M","-0,79%"
2001-01-23,17.832,17.381,17.864,17.376,"325,48M","2,53%"
2001-01-24,17.772,17.849,18.022,17.698,"361,24M","-0,34%"
2001-01-26,17.889,17.776,17.933,17.591,"260,42M","0,66%"
2001-01-29,17.883,17.906,18.023,17.704,"198,93M","-0,03%"
2001-01-30,17.723,17.882,17.898,17.668,"285,83M","-0,89%"
2001-01-31,17.673,17.725,17.921,17.637,"213,72M","-0,28%"
2001-02-01,17.039,17.67,17.673,16.977,"319,39M","-3,59%"
2001-02-02,16.915,17.027,17.206,16.781,"199,36M","-0,73%"
2001-02-05,16.731,16.914,16.941,16.539,"137,05M","-1,09%"
2001-02-06,17.007,16.734,17.017,16.734,"149,52M","1,65%"
2001-02-07,16.812,17.003,17.003,16.63,"176,16M","-1,15%"
2001-02-08,17.243,16.814,17.279,16.814,"205,56M","2,56%"
2001-02-09,17.138,17.257,17.27,17.05,"161,35M","-0,61%"
2001-02-12,16.917,17.163,17.234,16.883,"134,71M","-1,29%"
2001-02-13,17.096,16.922,17.174,16.883,"146,75M","1,06%"
2001-02-14,17.12,17.078,17.286,16.89,"239,22M","0,14%"
2001-02-15,16.937,17.121,17.262,16.922,"153,59M","-1,07%"
2001-02-16,16.259,16.934,16.95,16.1,"252,53M","-4,00%"
2001-02-19,16.061,16.263,16.392,16.023,"150,63M","-1,22%"
2001-02-20,15.911,16.066,16.242,15.783,"213,82M","-0,93%"
2001-02-21,15.594,15.909,15.909,15.568,"238,95M","-1,99%"
2001-02-22,15.91,15.604,15.914,15.558,"205,35M","2,03%"
2001-02-23,16.158,15.92,16.223,15.831,"170,63M","1,56%"
2001-02-28,15.891,16.158,16.274,15.891,"188,36M","-1,65%"
2001-03-01,16.417,15.891,16.439,15.875,"153,37M","3,31%"
2001-03-02,16.581,16.423,16.723,16.233,"184,54M","1,00%"
2001-03-05,16.537,16.62,16.737,16.471,"121,32M","-0,27%"
2001-03-06,16.324,16.573,16.813,16.279,"199,21M","-1,29%"
2001-03-07,16.395,16.329,16.43,16.223,"179,00M","0,43%"
2001-03-08,16.227,16.401,16.531,16.096,"218,55M","-1,02%"
2001-03-09,16.123,16.233,16.248,16.018,"161,62M","-0,64%"
2001-03-12,15.527,16.125,16.143,15.523,"163,54M","-3,70%"
2001-03-13,15.584,15.536,15.768,15.444,"228,08M","0,37%"
2001-03-14,15.245,15.583,15.583,15.07,"228,52M","-2,18%"
2001-03-15,15.061,15.252,15.482,14.977,"202,50M","-1,21%"
2001-03-16,15.237,15.076,15.356,15.047,"143,29M","1,17%"
2001-03-19,14.836,15.249,15.378,14.802,"154,66M","-2,63%"
2001-03-20,14.903,14.854,15.077,14.854,"228,30M","0,45%"
2001-03-21,14.853,14.914,15.198,14.755,"179,48M","-0,34%"
2001-03-22,14.067,14.847,14.847,13.761,"332,42M","-5,29%"
2001-03-23,14.435,14.07,14.435,13.855,"269,82M","2,62%"
2001-03-26,14.712,14.443,14.912,14.443,"219,81M","1,92%"
2001-03-27,14.835,14.733,14.951,14.594,"217,41M","0,84%"
2001-03-28,14.632,14.846,14.852,14.574,"159,93M","-1,37%"
2001-03-29,14.282,14.647,14.713,14.226,"250,41M","-2,39%"
2001-03-30,14.438,14.292,14.438,13.922,"256,61M","1,09%"
2001-04-02,13.981,14.441,14.482,13.981,"154,24M","-3,17%"
2001-04-03,13.737,13.988,14.001,13.664,"171,49M","-1,75%"
2001-04-04,13.855,13.74,14.135,13.74,"253,28M","0,86%"
2001-04-05,14.443,13.865,14.482,13.865,"271,47M","4,24%"
2001-04-06,14.485,14.428,14.702,14.371,"226,03M","0,29%"
2001-04-09,14.719,14.489,14.719,14.446,"226,88M","1,62%"
2001-04-10,15.048,14.725,15.097,14.725,"264,00M","2,24%"
2001-04-11,14.819,15.057,15.267,14.724,"292,05M","-1,52%"
2001-04-12,14.969,14.811,14.969,14.49,"163,26M","1,01%"
2001-04-16,14.445,14.974,14.976,14.385,"175,43M","-3,50%"
2001-04-17,14.337,14.443,14.555,14.223,"208,53M","-0,75%"
2001-04-18,14.955,14.345,15.151,14.323,"318,38M","4,31%"
2001-04-19,14.431,14.956,15.017,14.42,"239,25M","-3,50%"
2001-04-20,13.696,14.408,14.408,13.618,"308,75M","-5,09%"
2001-04-23,13.893,13.734,13.893,13.325,"187,58M","1,44%"
2001-04-24,14.068,13.894,14.207,13.894,"162,74M","1,26%"
2001-04-25,14.163,14.062,14.223,13.785,"272,85M","0,68%"
2001-04-26,14.757,14.204,14.77,14.202,"276,08M","4,19%"
2001-04-27,14.928,14.752,15.135,14.752,"265,27M","1,16%"
2001-04-30,14.918,14.944,15.21,14.838,"213,88M","-0,07%"
2001-05-02,14.897,14.877,14.92,14.636,"242,43M","-0,14%"
2001-05-03,15.142,14.906,15.142,14.762,"218,30M","1,64%"
2001-05-04,15.093,15.142,15.304,15.041,"187,59M","-0,32%"
2001-05-07,14.875,15.103,15.222,14.862,"171,28M","-1,44%"
2001-05-08,14.747,14.861,14.958,14.656,"216,21M","-0,86%"
2001-05-09,14.779,14.717,14.867,14.576,"234,49M","0,22%"
2001-05-10,14.993,14.796,15.117,14.796,"212,94M","1,45%"
2001-05-11,14.493,15.012,15.018,14.41,"184,58M","-3,33%"
2001-05-14,14.133,14.499,14.507,14.104,"154,21M","-2,48%"
2001-05-15,14.226,14.141,14.314,14.11,"257,18M","0,66%"
2001-05-16,14.714,14.256,14.738,14.256,"337,80M","3,43%"
2001-05-17,14.794,14.727,15.095,14.725,"209,33M","0,54%"
2001-05-18,14.884,14.848,15.012,14.8,"247,04M","0,61%"
2001-05-21,15.128,14.871,15.158,14.807,"290,99M","1,64%"
2001-05-22,14.829,15.142,15.197,14.794,"273,63M","-1,98%"
2001-05-23,14.692,14.829,14.905,14.627,"343,14M","-0,92%"
2001-05-24,14.523,14.694,14.834,14.431,"298,81M","-1,15%"
2001-05-25,14.31,14.523,14.589,14.179,"256,10M","-1,47%"
2001-05-28,14.302,14.328,14.439,14.056,"989,42M","-0,06%"
2001-05-29,14.454,14.302,14.489,14.301,"193,20M","1,06%"
2001-05-30,14.489,14.459,14.579,14.347,"215,99M","0,24%"
2001-05-31,14.65,14.514,14.724,14.508,"204,84M","1,11%"
2001-06-01,14.792,14.654,14.792,14.409,"215,98M","0,97%"
2001-06-04,15.104,14.798,15.141,14.798,"172,47M","2,11%"
2001-06-05,15.395,15.107,15.406,15.032,"299,14M","1,93%"
2001-06-06,15.329,15.393,15.568,15.268,"254,76M","-0,43%"
2001-06-07,15.464,15.319,15.546,15.201,"243,10M","0,88%"
2001-06-08,15.366,15.469,15.644,15.355,"211,87M","-0,63%"
2001-06-11,15.224,15.291,15.397,15.159,"160,55M","-0,92%"
2001-06-12,15.173,15.238,15.238,14.956,"206,82M","-0,33%"
2001-06-13,15.403,15.175,15.6,15.175,"330,04M","1,52%"
2001-06-15,14.985,15.386,15.386,14.964,"123,03M","-2,71%"
2001-06-18,14.355,14.982,14.982,14.333,"214,87M","-4,20%"
2001-06-19,14.401,14.375,14.541,14.245,"243,54M","0,32%"
2001-06-20,14.571,14.396,14.599,14.393,"214,02M","1,18%"
2001-06-21,14.823,14.534,14.841,14.506,"252,61M","1,73%"
2001-06-22,14.682,14.87,15.104,14.677,"216,59M","-0,95%"
2001-06-25,14.54,14.682,14.871,14.479,"206,28M","-0,97%"
2001-06-26,14.46,14.521,14.62,14.401,"268,07M","-0,55%"
2001-06-27,14.308,14.477,14.63,14.265,"175,30M","-1,05%"
2001-06-28,14.391,14.321,14.426,14.164,"180,67M","0,58%"
2001-06-29,14.56,14.412,14.64,14.376,"160,35M","1,17%"
2001-07-02,14.555,14.579,14.659,14.483,"159,94M","-0,03%"
2001-07-03,14.353,14.561,14.771,14.325,"184,57M","-1,39%"
2001-07-04,14.056,14.352,14.395,13.98,"183,67M","-2,07%"
2001-07-05,14.048,14.084,14.281,13.943,"243,17M","-0,06%"
2001-07-06,13.907,14.03,14.062,13.788,"230,20M","-1,00%"
2001-07-10,13.57,13.93,14.06,13.564,"168,17M","-2,42%"
2001-07-11,13.812,13.508,13.853,13.361,"286,02M","1,78%"
2001-07-12,13.913,13.812,13.987,13.636,"232,12M","0,73%"
2001-07-13,14.078,13.907,14.087,13.737,"166,65M","1,19%"
2001-07-16,13.811,14.081,14.12,13.811,"126,17M","-1,90%"
2001-07-17,14.169,13.813,14.218,13.813,"222,67M","2,59%"
2001-07-18,13.791,14.171,14.236,13.778,"151,10M","-2,67%"
2001-07-19,13.762,13.795,13.953,13.641,"126,56M","-0,21%"
2001-07-20,14.092,13.766,14.092,13.659,"150,00M","2,40%"
2001-07-23,14.068,14.108,14.239,14.058,"133,60M","-0,17%"
2001-07-24,13.738,14.049,14.106,13.725,"165,31M","-2,35%"
2001-07-25,13.956,13.738,13.956,13.679,"178,15M","1,59%"
2001-07-26,13.81,13.963,13.98,13.736,"158,99M","-1,05%"
2001-07-27,13.91,13.825,13.91,13.759,"122,08M","0,72%"
2001-07-30,13.704,13.948,14.117,13.704,"107,29M","-1,48%"
2001-07-31,13.754,13.703,13.83,13.639,"127,19M","0,36%"
2001-08-01,13.743,13.757,13.837,13.606,"157,91M","-0,08%"
2001-08-02,13.823,13.746,13.846,13.69,"127,92M","0,58%"
2001-08-03,13.838,13.84,13.902,13.733,"116,51M","0,11%"
2001-08-06,14.047,13.856,14.067,13.854,"126,91M","1,51%"
2001-08-07,14.036,14.049,14.143,14.003,"183,42M","-0,08%"
2001-08-08,13.919,14.036,14.113,13.917,"176,93M","-0,83%"
2001-08-09,13.834,13.921,13.93,13.705,"147,03M","-0,61%"
2001-08-10,13.915,13.836,13.92,13.738,"164,57M","0,59%"
2001-08-13,13.771,13.914,13.929,13.716,"134,03M","-1,03%"
2001-08-14,13.829,13.77,13.841,13.732,"174,79M","0,42%"
2001-08-15,13.659,13.834,13.856,13.615,"322,13M","-1,23%"
2001-08-16,13.509,13.686,13.722,13.415,"147,86M","-1,10%"
2001-08-17,13.044,13.507,13.507,13.01,"178,55M","-3,44%"
2001-08-20,13.115,13.044,13.228,12.916,"130,82M","0,54%"
2001-08-21,12.892,13.122,13.186,12.886,"209,38M","-1,70%"
2001-08-22,12.952,12.907,13.161,12.853,"286,92M","0,47%"
2001-08-23,12.751,12.961,13.013,12.703,"214,79M","-1,55%"
2001-08-24,13.001,12.749,13.007,12.681,"155,33M","1,96%"
2001-08-27,12.996,13.0,13.048,12.849,"121,30M","-0,04%"
2001-08-28,13.018,13.005,13.114,12.942,"125,56M","0,17%"
2001-08-29,13.077,13.04,13.182,13.012,"149,91M","0,45%"
2001-08-30,12.892,13.074,13.114,12.798,"138,37M","-1,41%"
2001-08-31,12.841,12.906,12.949,12.789,"235,70M","-0,40%"
2001-09-03,12.8,12.849,12.863,12.696,"121,16M","-0,32%"
2001-09-04,12.767,12.812,12.947,12.767,"188,01M","-0,26%"
2001-09-05,12.591,12.767,12.768,12.462,"384,38M","-1,38%"
2001-09-06,12.255,12.594,12.599,12.251,"181,83M","-2,67%"
2001-09-10,11.922,12.238,12.238,11.901,"221,03M","-2,72%"
2001-09-11,10.828,11.93,11.987,10.824,"533,44M","-9,18%"
2001-09-12,11.114,10.773,11.319,10.706,"296,45M","2,64%"
2001-09-13,10.306,11.127,11.156,10.29,"178,81M","-7,27%"
2001-09-14,10.034,10.262,10.271,9.533,"319,53M","-2,64%"
2001-09-17,10.545,10.032,10.577,10.032,"298,05M","5,09%"
2001-09-18,10.554,10.543,10.708,10.321,"330,34M","0,09%"
2001-09-19,10.745,10.56,10.836,10.485,"288,48M","1,81%"
2001-09-20,10.543,10.719,10.719,10.47,"211,52M","-1,88%"
2001-09-21,10.419,10.493,10.493,9.89,"298,28M","-1,18%"
2001-09-24,10.533,10.453,10.694,10.453,"240,35M","1,09%"
2001-09-25,10.229,10.539,10.596,10.195,"218,99M","-2,89%"
2001-09-26,10.006,10.227,10.274,9.893,"181,63M","-2,18%"
2001-09-27,10.405,9.996,10.462,9.705,"257,06M","3,99%"
2001-09-28,10.636,10.412,10.714,10.412,"270,61M","2,22%"
2001-10-01,10.501,10.633,10.633,10.354,"158,46M","-1,27%"
2001-10-02,10.351,10.492,10.556,10.299,"169,66M","-1,43%"
2001-10-03,10.233,10.356,10.356,10.189,"225,14M","-1,14%"
2001-10-04,10.062,10.241,10.329,10.026,"208,86M","-1,67%"
2001-10-05,10.197,10.068,10.271,9.985,"156,80M","1,34%"
2001-10-08,10.095,10.12,10.175,9.986,"138,96M","-1,00%"
2001-10-09,10.284,10.109,10.323,10.103,"175,76M","1,87%"
2001-10-10,10.462,10.284,10.462,10.255,"191,25M","1,73%"
2001-10-11,10.785,10.462,10.79,10.461,"224,63M","3,09%"
2001-10-15,11.329,10.775,11.33,10.695,"287,94M","5,04%"
2001-10-16,11.258,11.326,11.475,11.165,"269,22M","-0,63%"
2001-10-17,11.271,11.287,11.485,11.166,"388,83M","0,12%"
2001-10-18,10.995,11.26,11.263,10.948,"200,61M","-2,45%"
2001-10-19,11.332,11.003,11.413,10.894,"291,74M","3,07%"
2001-10-22,11.7,11.343,11.725,11.293,"214,22M","3,25%"
2001-10-23,11.613,11.699,11.803,11.584,"274,09M","-0,74%"
2001-10-24,11.468,11.611,11.666,11.43,"245,55M","-1,25%"
2001-10-25,11.724,11.459,11.783,11.307,"286,70M","2,23%"
2001-10-26,11.781,11.725,11.924,11.715,"222,69M","0,49%"
2001-10-29,11.377,11.784,11.784,11.331,"213,22M","-3,43%"
2001-10-30,11.024,11.334,11.396,11.024,"235,31M","-3,10%"
2001-10-31,11.365,11.057,11.365,11.047,"221,29M","3,09%"
2001-11-01,11.388,11.362,11.498,11.177,"168,79M","0,20%"
2001-11-05,12.165,11.389,12.177,11.389,"348,74M","6,82%"
2001-11-06,12.416,12.154,12.481,12.139,"421,36M","2,06%"
2001-11-07,12.616,12.405,12.982,12.331,"479,79M","1,61%"
2001-11-08,12.554,12.633,12.892,12.473,"323,46M","-0,49%"
2001-11-09,12.731,12.542,12.778,12.412,"304,45M","1,41%"
2001-11-12,12.567,12.729,12.767,12.233,"269,38M","-1,29%"
2001-11-13,12.918,12.591,13.094,12.591,"303,84M","2,79%"
2001-11-14,12.826,12.928,13.077,12.746,"292,88M","-0,71%"
2001-11-16,12.883,12.838,13.046,12.807,"195,12M","0,44%"
2001-11-19,12.987,12.906,13.137,12.902,"297,73M","0,81%"
2001-11-20,12.638,12.992,12.998,12.619,"253,83M","-2,69%"
2001-11-21,12.794,12.646,12.832,12.56,"249,44M","1,23%"
2001-11-22,13.019,12.794,13.056,12.794,"166,88M","1,76%"
2001-11-23,13.424,13.037,13.529,13.037,"361,50M","3,11%"
2001-11-26,13.76,13.443,13.76,13.443,"351,84M","2,50%"
2001-11-27,13.603,13.771,13.791,13.49,"298,49M","-1,14%"
2001-11-28,13.019,13.553,13.553,12.913,"322,67M","-4,29%"
2001-11-29,12.736,13.019,13.187,12.622,"274,77M","-2,17%"
2001-11-30,12.932,12.744,13.053,12.704,"270,71M","1,54%"
2001-12-03,13.336,12.914,13.336,12.87,"334,25M","3,12%"
2001-12-04,13.147,13.374,13.565,13.071,"423,21M","-1,42%"
2001-12-05,13.382,13.186,13.382,13.103,"367,59M","1,79%"
2001-12-06,13.539,13.382,13.575,13.23,"374,66M","1,17%"
2001-12-07,13.299,13.565,13.662,13.233,"222,83M","-1,77%"
2001-12-10,13.446,13.299,13.446,13.193,"240,35M","1,11%"
2001-12-11,13.348,13.455,13.595,13.337,"282,69M","-0,73%"
2001-12-12,13.563,13.35,13.576,13.297,"474,74M","1,61%"
2001-12-13,13.148,13.577,13.58,13.144,"215,56M","-3,06%"
2001-12-14,12.959,13.129,13.154,12.894,"215,36M","-1,44%"
2001-12-17,12.912,12.965,13.063,12.912,"177,80M","-0,36%"
2001-12-18,13.397,12.935,13.414,12.924,"308,83M","3,76%"
2001-12-19,13.29,13.405,13.508,13.284,"301,56M","-0,80%"
2001-12-20,12.918,13.271,13.271,12.809,"281,69M","-2,80%"
2001-12-21,13.369,12.935,13.385,12.935,"224,16M","3,49%"
2001-12-26,13.358,13.367,13.446,13.245,"176,21M","-0,08%"
2001-12-27,13.756,13.371,13.823,13.369,"312,06M","2,98%"
2001-12-28,13.578,13.741,13.969,13.51,"359,98M","-1,29%"
2002-01-02,13.872,13.586,13.902,13.571,"237,33M","2,17%"
2002-01-03,14.265,14.125,14.286,14.121,"275,65M","2,83%"
2002-01-04,14.332,14.25,14.358,14.103,"245,32M","0,47%"
2002-01-07,14.379,14.327,14.413,14.273,"245,05M","0,33%"
2002-01-08,14.168,14.385,14.385,14.099,"242,08M","-1,47%"
2002-01-09,14.021,14.157,14.19,13.919,"262,64M","-1,04%"
2002-01-10,13.57,14.01,14.01,13.511,"311,47M","-3,22%"
2002-01-11,13.587,13.554,13.835,13.554,"230,48M","0,13%"
2002-01-14,13.122,13.594,13.601,13.068,"187,13M","-3,42%"
2002-01-15,13.011,13.131,13.362,12.937,"246,91M","-0,85%"
2002-01-16,13.084,13.006,13.186,12.941,"240,16M","0,56%"
2002-01-17,13.337,13.109,13.359,13.109,"182,91M","1,93%"
2002-01-18,13.373,13.34,13.407,13.262,"129,17M","0,27%"
2002-01-21,13.155,13.367,13.367,13.134,"601,52M","-1,63%"
2002-01-22,13.004,13.177,13.331,12.956,"215,53M","-1,15%"
2002-01-23,13.232,13.025,13.285,12.982,"204,73M","1,75%"
2002-01-24,13.162,13.239,13.309,13.147,"136,78M","-0,53%"
2002-01-28,13.002,13.161,13.215,12.99,"185,55M","-1,22%"
2002-01-29,12.501,13.01,13.182,12.476,"268,53M","-3,85%"
2002-01-30,12.532,12.512,12.627,12.301,"278,10M","0,25%"
2002-01-31,12.721,12.563,12.812,12.561,"257,90M","1,51%"
2002-02-01,12.659,12.723,12.783,12.567,"169,21M","-0,49%"
2002-02-04,12.513,12.648,12.655,12.416,"178,33M","-1,15%"
2002-02-05,12.748,12.557,12.778,12.415,"253,54M","1,88%"
2002-02-06,12.751,12.751,12.883,12.666,"224,92M","0,02%"
2002-02-07,12.684,12.752,12.774,12.684,"175,97M","-0,53%"
2002-02-08,12.598,12.684,12.693,12.591,"138,15M","-0,68%"
2002-02-13,12.961,12.599,12.961,12.504,"390,71M","2,88%"
2002-02-14,13.245,12.962,13.245,12.908,"236,09M","2,19%"
2002-02-15,13.23,13.222,13.3,13.169,"191,19M","-0,11%"
2002-02-18,13.122,13.208,13.238,13.027,"118,57M","-0,82%"
2002-02-19,12.992,13.125,13.245,12.984,"227,08M","-0,99%"
2002-02-20,13.303,13.001,13.33,12.919,"317,64M","2,39%"
2002-02-21,13.53,13.328,13.677,13.328,"371,12M","1,71%"
2002-02-22,13.563,13.535,13.641,13.513,"215,24M","0,24%"
2002-02-25,13.978,13.567,14.005,13.567,"291,16M","3,06%"
2002-02-26,13.964,13.975,14.053,13.832,"214,39M","-0,10%"
2002-02-27,14.212,13.978,14.251,13.978,"254,10M","1,78%"
2002-02-28,14.033,14.216,14.221,14.033,"257,11M","-1,26%"
2002-03-01,14.343,14.047,14.355,13.978,"289,76M","2,21%"
2002-03-04,14.471,14.373,14.474,14.1,"262,75M","0,89%"
2002-03-05,14.011,14.455,14.482,14.011,"246,94M","-3,18%"
2002-03-06,13.839,14.007,14.007,13.683,"357,27M","-1,23%"
2002-03-07,13.726,13.836,14.011,13.64,"317,48M","-0,82%"
2002-03-08,13.962,13.783,13.962,13.767,"245,02M","1,72%"
2002-03-11,13.696,13.959,14.032,13.593,"245,20M","-1,91%"
2002-03-12,14.181,13.717,14.213,13.71,"345,74M","3,54%"
2002-03-13,14.244,14.191,14.352,14.1,"274,44M","0,44%"
2002-03-14,14.117,14.24,14.337,14.025,"219,23M","-0,89%"
2002-03-15,14.365,14.12,14.37,14.089,"270,48M","1,76%"
2002-03-18,14.245,14.366,14.495,14.217,"162,42M","-0,84%"
2002-03-19,14.118,14.266,14.33,14.069,"207,72M","-0,89%"
2002-03-20,14.09,14.123,14.158,13.895,"244,73M","-0,20%"
2002-03-21,13.717,14.086,14.086,13.662,"212,59M","-2,65%"
2002-03-22,13.312,13.723,13.726,13.283,"374,33M","-2,95%"
2002-03-25,13.278,13.359,13.43,13.183,"203,20M","-0,26%"
2002-03-26,13.57,13.309,13.57,13.309,"198,64M","2,20%"
2002-03-27,13.425,13.569,13.579,13.425,"150,17M","-1,07%"
2002-03-28,13.255,13.428,13.498,13.226,"181,62M","-1,27%"
2002-04-01,13.467,13.253,13.499,13.095,"202,99M","1,60%"
2002-04-02,13.245,13.482,13.535,13.245,"225,92M","-1,65%"
2002-04-03,13.085,13.28,13.345,13.061,"235,62M","-1,21%"
2002-04-04,13.36,13.09,13.37,13.041,"187,24M","2,10%"
2002-04-05,13.276,13.362,13.445,13.233,"184,87M","-0,63%"
2002-04-08,13.16,13.248,13.248,13.114,"108,39M","-0,87%"
2002-04-09,13.195,13.165,13.243,13.147,"193,14M","0,27%"
2002-04-10,13.416,13.183,13.445,13.182,"221,90M","1,67%"
2002-04-11,13.411,13.419,13.559,13.385,"206,35M","-0,04%"
2002-04-12,13.751,13.418,13.764,13.418,"243,71M","2,54%"
2002-04-15,13.472,13.772,13.822,13.438,"309,23M","-2,03%"
2002-04-16,13.623,13.476,13.693,13.476,"246,14M","1,12%"
2002-04-17,13.732,13.633,13.872,13.633,"383,65M","0,80%"
2002-04-18,13.573,13.729,13.729,13.446,"276,04M","-1,16%"
2002-04-19,13.478,13.568,13.631,13.448,"159,61M","-0,70%"
2002-04-22,13.224,13.484,13.485,13.056,"241,62M","-1,88%"
2002-04-23,13.188,13.224,13.302,13.076,"275,08M","-0,27%"
2002-04-24,13.381,13.182,13.394,13.176,"207,59M","1,46%"
2002-04-25,13.273,13.384,13.384,13.113,"243,73M","-0,81%"
2002-04-26,13.076,13.273,13.367,13.037,"266,16M","-1,48%"
2002-04-29,13.09,13.076,13.142,13.032,"127,56M","0,11%"
2002-04-30,13.085,13.096,13.267,13.065,"302,18M","-0,04%"
2002-05-02,12.538,13.088,13.09,12.51,"302,43M","-4,18%"
2002-05-03,12.61,12.557,12.679,12.431,"255,43M","0,57%"
2002-05-06,12.43,12.594,12.595,12.272,"188,42M","-1,43%"
2002-05-07,12.342,12.433,12.631,12.291,"244,07M","-0,71%"
2002-05-08,12.617,12.353,12.664,12.353,"251,81M","2,23%"
2002-05-09,12.102,12.602,12.603,12.077,"284,22M","-4,08%"
2002-05-10,12.13,12.106,12.18,11.944,"282,86M","0,23%"
2002-05-13,12.002,12.147,12.212,11.943,"145,04M","-1,06%"
2002-05-14,12.204,11.999,12.327,11.999,"317,39M","1,68%"
2002-05-15,12.35,12.207,12.468,12.114,"313,27M","1,20%"
2002-05-16,12.66,12.396,12.691,12.396,"240,63M","2,51%"
2002-05-17,12.699,12.665,12.739,12.563,"195,30M","0,31%"
2002-05-20,12.668,12.7,12.77,12.606,"144,79M","-0,24%"
2002-05-21,12.701,12.674,12.774,12.627,"187,20M","0,26%"
2002-05-22,12.368,12.697,12.845,12.352,"349,26M","-2,62%"
2002-05-23,12.556,12.38,12.561,12.244,"223,99M","1,52%"
2002-05-24,12.574,12.544,12.689,12.445,"165,55M","0,14%"
2002-05-27,12.698,12.578,12.708,12.528,"177,32M","0,99%"
2002-05-28,12.728,12.703,12.861,12.703,"269,31M","0,24%"
2002-05-29,12.985,12.728,13.003,12.72,"335,90M","2,02%"
2002-05-31,12.861,12.992,13.013,12.861,"121,68M","-0,95%"
2002-06-03,12.659,12.859,12.919,12.641,"123,49M","-1,57%"
2002-06-04,12.6,12.637,12.642,12.493,"156,26M","-0,47%"
2002-06-05,12.59,12.58,12.707,12.574,"226,08M","-0,08%"
2002-06-06,12.113,12.591,12.595,12.113,"247,64M","-3,79%"
2002-06-07,12.283,12.051,12.31,11.955,"233,61M","1,40%"
2002-06-10,12.6,12.306,12.6,12.304,"187,12M","2,58%"
2002-06-11,12.21,12.609,12.686,12.17,"262,65M","-3,10%"
2002-06-12,12.133,12.221,12.4,12.058,"343,20M","-0,63%"
2002-06-13,11.962,12.18,12.313,11.962,"212,07M","-1,41%"
2002-06-14,11.699,11.985,11.985,11.601,"187,59M","-2,20%"
2002-06-17,11.937,11.705,11.955,11.705,"177,93M","2,03%"
2002-06-18,11.821,11.942,12.116,11.809,"222,02M","-0,97%"
2002-06-19,11.493,11.822,11.901,11.485,"228,62M","-2,77%"
2002-06-20,10.909,11.508,11.603,10.894,"271,26M","-5,08%"
2002-06-21,10.398,10.917,11.01,10.298,"285,44M","-4,68%"
2002-06-24,10.759,10.438,10.814,10.247,"281,29M","3,47%"
2002-06-25,10.706,10.773,10.973,10.597,"324,92M","-0,49%"
2002-06-26,10.691,10.676,10.694,10.43,"280,53M","-0,14%"
2002-06-27,11.013,10.69,11.013,10.69,"297,54M","3,01%"
2002-06-28,11.139,11.018,11.271,11.018,"470,28M","1,14%"
2002-07-01,10.892,11.138,11.173,10.853,"323,09M","-2,22%"
2002-07-02,10.846,10.891,10.908,10.711,"227,87M","-0,42%"
2002-07-03,10.636,10.854,10.868,10.52,"260,48M","-1,94%"
2002-07-04,10.655,10.661,10.721,10.594,"165,30M","0,18%"
2002-07-05,10.524,10.663,10.668,10.425,"205,13M","-1,23%"
2002-07-08,10.687,10.524,10.708,10.506,"123,37M","1,55%"
2002-07-10,10.556,10.69,10.851,10.539,"273,62M","-1,23%"
2002-07-11,10.806,10.545,10.81,10.467,"340,31M","2,37%"
2002-07-12,10.967,10.811,10.968,10.697,"335,18M","1,49%"
2002-07-15,10.633,10.966,10.969,10.474,"274,35M","-3,05%"
2002-07-16,10.578,10.646,10.743,10.522,"236,30M","-0,52%"
2002-07-17,10.755,10.589,10.814,10.589,"268,14M","1,67%"
2002-07-18,10.813,10.755,10.915,10.71,"166,30M","0,54%"
2002-07-19,10.583,10.813,10.813,10.545,"219,32M","-2,13%"
2002-07-22,9.892,10.568,10.568,9.879,"331,72M","-6,53%"
2002-07-23,9.746,9.9,10.082,9.603,"275,89M","-1,48%"
2002-07-24,9.937,9.739,9.973,9.423,"353,44M","1,96%"
2002-07-25,9.666,9.947,9.947,9.486,"282,23M","-2,73%"
2002-07-26,9.217,9.672,9.778,9.155,"271,16M","-4,65%"
2002-07-29,9.24,9.251,9.673,9.24,"324,74M","0,25%"
2002-07-30,9.342,9.247,9.613,9.188,"465,72M","1,10%"
2002-07-31,9.763,9.346,9.896,9.344,"325,56M","4,51%"
2002-08-01,9.76,9.782,9.864,9.537,"371,81M","-0,03%"
2002-08-02,9.852,9.768,9.943,9.738,"300,24M","0,94%"
2002-08-05,9.47,9.848,9.848,9.452,"306,84M","-3,88%"
